sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity
0X-60IQ-UGJQ	B07FPPSSRX	B07FPPSSRX		Unknown					3	0	3	0	3		0	0	0
121N-7E0001-UNBK0A	X0015X1KRL	B085W2MY3R		Unknown					31	31	0	0	31		0	0	0
A4-5834-XLM5	X0017ZZKXR	B08DY5BS8L	HeimVision HMS3 Panneau Solaire ExtÃ©rieur Ãtanche, Compatible Uniquement avec HeimVision HMD3 CamÃ©ra de Surveillance, 4M CÃ¢ble USB, 3.2W, 5.5V	New	37.99	No		Yes	0	0	0	0	0	3647.6	0	0	0
AMY-L410-001	B07GXGT2K6	B07GXGT2K6		Unknown					268	0	268	0	268		0	0	0
AMY-L410-002	B07GXGT2K6	B07GXGT2K6		Unknown					268	0	268	0	268		0	0	0
B07ZGHSBFY	X0013LNBI1	B07ZGHSBFY		Unknown					53	0	53	0	53		0	0	0
CACK-PS04-DEWH3A	B08185HXV2	B08185HXV2		Unknown					245	201	36	8	545		300	0	0
CACK-PS04-GBWH3A	B07FDN244T	B07FDN244T		Unknown					1152	1122	24	6	1352		200	0	0
CACK-PT20-DEBK1A	X000W7FYVJ	B07GWC2MLF		Unknown					232	193	24	15	532		0	300	0
CACK-PT20-DEWH1A	X000W79AOL	B07GWFZPV8		Unknown					189	171	13	5	489		0	300	0
CACK-PT20-FRBK1A-A1S2	X000ZU8HGH	B07GS5WXBT	VANKYO TrÃ©pied Support Stand en Aluminium Pied Pliable et RÃ©glable pour VidÃ©oprojecteur Laptop PC avec Sac de Transport pour CinÃ©ma Domicile, RÃ©union Noir	New	69.99	No		Yes	1	0	1	0	361	20244.25	180	180	0
CACK-PT20-FRWH1A-A1S2	X000ZU8HHL	B07GS3S7Z9	VANKYO TrÃ©pied Support Stand en Aluminium Pied Pliable et RÃ©glable pour VidÃ©oprojecteur Laptop PC avec Sac de Transport pour CinÃ©ma Domicile, RÃ©union	New	69.99	No		Yes	1	0	0	1	661	19381.8	480	180	0
CACK-PT20-GBBK1A	X000UPX2YT	B07D5CCMDN		Unknown					244	207	17	20	3768		3524	0	0
CACK-PT20-GBWH1B	X000UPX2SZ	B07D5D9DC4		Unknown					319	306	6	7	2879		2560	0	0
CACP-CT03-DEBK0A	X0011VV8P1	B07VHZJPBK		Unknown					439	426	10	3	439		0	0	0
CACP-CT05-DEBK0A	X0011V41RX	B07KXGCPY2		Unknown					535	534	1	0	535		0	0	0
CACP-CT06-UNBK0A-A2S1	B07MXV68QF	B07MXV68QF		Unknown					0	0	0	0	0		0	0	0
CACP-CT07-DEBK0A	X00107DVV5	B07QNVYX98		Unknown					366	349	14	3	366		0	0	0
CACP-CT09-DEBK0A	X0011N0JA9	B07TLB7HV9		Unknown					141	135	5	1	141		0	0	0
CACP-CT09-ITBK0A	X0013NOLHJ	B07ZLX6RJN		Unknown					172	170	1	1	172		0	0	0
CACT-CT01-DEBK0A	X00121JIIJ	B07M9J8KRQ		Unknown					31	30	1	0	231		200	0	0
CACT-CT02-DEBK0A	X0011N3HD5	B07MNDJ2DN		Unknown					325	313	6	6	325		0	0	0
CACT-CT02-FRBK0A	X000ZWCQ6H	B07LFVKLX6	SNAPTAIN S5C Drone 4 Batterries + 4 en 1 Chargeur	New	39.99	No		Yes	143	139	2	2	143	196.97	0	0	0
CACT-TS60-DEBU4A	X000Z5HXQR	B07MBHXGYM		Unknown					1	0	1	0	1		0	0	0
CACT-TS60-GBBU4A-A1S1	B07MBGNGFZ	B07MBGNGFZ		Unknown					4	4	0	0	4		0	0	0
CGPT-MM3C-CABK0A	B07HWL4KS6	B07HWL4KS6		Unknown					0	0	0	0	0		0	0	0
CGPT-MM3C-CABK0A-A1S2	B07HWL4KS6	B07HWL4KS6		Unknown					0	0	0	0	0		0	0	0
CGPT-MM3C-DEBK0A	B07HRCF5D2	B07HRCF5D2		Unknown					78	0	78	0	78		0	0	0
CGPT-MM3C-FRBK0A	B07HT3ZFRS	B07HT3ZFRS	CamÃ©ra Sport 4K, VANTOP 2.26 '' LCD Ultra HD 16MP Appareil Photo WiFi Etanche 30M, Grand Angle 170 Â°, avec 32GB Carte Micro SD et 29 Accessoires	New	39.99	No		Yes	37	0	37	0	37	2801.37	0	0	0
CGPT-MM40-DEBK-A1S1	B07H3LS67S	B07H3LS67S		Unknown					115	0	115	0	115		0	0	0
CGPT-MM40-DEBK-A1S12	X00118Q967	B07H3LS67S		Unknown					23	0	23	0	23		0	0	0
CGPT-MM40-DEBK-A1S3	X001236FDN	B07H3LS67S	VanTop Action Cam 4K avec Ã©cran Tactile, 20 MP WiFi Ultra HD Ã©tanche CamÃ©ra d'action, 30 m CamÃ©ra sous-Marine, 2 Piles et Kits d'accessoires	New	59.99	No		Yes	49	0	49	0	49	3186.14	0	0	0
CGPT-MM40-DEBK0A	B07H3LS67S	B07H3LS67S		Unknown					115	0	115	0	115		0	0	0
CGPT-MM40-DEBK0A-1	B07H3LS67S	B07H3LS67S		Unknown					115	0	115	0	115		0	0	0
CGPT-MM40-GBBK0A	B07GZS8GQH	B07GZS8GQH		Unknown					56	56	0	0	56		0	0	0
CHBK-HC80-DEGY0A	B07J6MVRMD	B07J6MVRMD		Unknown					21	0	21	0	21		0	0	0
CHBK-HC80-FRGY0A-A1S2	X000ZTGFM1	B07J43JZMB	VANKYO hub USB c 3 x USB 3.0 Adapter en Aluminium USB-C vers HDMI 4K, Lecteur de Carte SD & Micro SD Compatible avec MacBook Pro/MacBook Air 2018/Portables Windows USB C - Gris	New	30.99	No		Yes	4	0	4	0	4	607.96	0	0	0
CPJK-L410-DEBK0A	X000W72IOP	B07GVF1GB7		Unknown					5	0	5	0	5		0	0	0
CPJK-L410-DERD0A	B07H7ZQ661	B07H7ZQ661		Unknown					1	0	1	0	1		0	0	0
CPJK-L410-DEWH0A	X000W0L5RX	B07GDH4DGC		Unknown					4	0	4	0	4		0	0	0
CPJK-L410-FRBK0A	X000W6YSEJ	B07GV7W5XZ	vankyo Leisure 410 VidÃ©oprojecteur Portable 3600 Lux RÃ©troprojecteur Mini Projecteur LCD	New	189.99	No		Yes	3	0	3	0	3	7596.22	0	0	0
CPJK-L410-FRBK0A-1	B07GV7W5XZ	B07GV7W5XZ	vankyo Leisure 410 VidÃ©oprojecteur Portable 3600 Lux RÃ©troprojecteur Mini Projecteur LCD	New	189.99	No		Yes	3	0	3	0	3	7596.22	0	0	0
CPJK-L410-FRWH0A	X000W06DTN	B07GDB8BF9	VANKYO Leisure 410 VidÃ©oprojecteur Portable 3600 Lux RÃ©troprojecteur Mini Projecteur LCD Compatible avec PC,Smartphone, Tablette, PS3, PS4	New	189.99	No		Yes	12	0	11	1	12	7468.9	0	0	0
CPJK-L410-FRWH0A-1	X000W4YJXL	B07GDB8BF9	VANKYO Leisure 410 VidÃ©oprojecteur Portable 3600 Lux RÃ©troprojecteur Mini Projecteur LCD Compatible avec PC,Smartphone, Tablette, PS3, PS4	New	189.99	No		Yes	1	0	1	0	1	7468.9	0	0	0
CPJK-L410-FRWH0A-2	B07GDB8BF9	B07GDB8BF9	VANKYO Leisure 410 VidÃ©oprojecteur Portable 3600 Lux RÃ©troprojecteur Mini Projecteur LCD Compatible avec PC,Smartphone, Tablette, PS3, PS4	New	189.99	No		Yes	12	0	12	0	12	7468.9	0	0	0
CPJK-L410-GBBK0A	X000VIPHLL	B07FW694K7		Unknown					4	0	4	0	4		0	0	0
CPJK-L410-GBWH0A	B07GXGT2K6	B07GXGT2K6		Unknown					268	0	268	0	268		0	0	0
CPJK-L410-GBWH0A-B	B07GXGT2K6	B07GXGT2K6		Unknown					268	0	268	0	268		0	0	0
CPJK-L410-GBWH0A-C	B07GXGT2K6	B07GXGT2K6		Unknown					268	0	268	0	268		0	0	0
CPJK-L410-GBWH0A-D	X000W0XR5L	B07GXGT2K6		Unknown					37	0	37	0	37		0	0	0
CPJK-L410-GBWH0A-D-001	B07GXGT2K6	B07GXGT2K6		Unknown					268	0	268	0	268		0	0	0
CPJK-L410-GBWH0A-D1	B07GXGT2K6	B07GXGT2K6		Unknown					268	0	268	0	268		0	0	0
CPJK-L410-GBWH0B	B07GXGT2K6	B07GXGT2K6		Unknown					268	0	268	0	268		0	0	0
CPJK-L410-GBWH0C	B07GXGT2K6	B07GXGT2K6		Unknown					268	0	268	0	268		0	0	0
CPJK-L430-DEWH0A	X00129OOZ3	B07WHWZXKF		Unknown					1885	178	1688	19	1885		0	0	0
CPJK-L430-DEWH0A-N1S1	X0013V67HN	B07WHWZXKF		Unknown					42	0	42	0	42		0	0	0
CPJK-L510-DEBK0A	X000W7JKU5	B07GWYFVV2	VANKYO Leisure 510 VidÃ©oprojecteur RÃ©troprojecteur 4500 Lumen LED Projecteur Soutien HD 1080p ,200 '' Affichage, HDMI, AV, VGA et USB Noir	New	139.99	No		Yes	49	31	18	0	49	21011.82	0	0	0
CPJK-L510-DEWH0A	X000W91W6D	B07GX1MRCN		Unknown					14	0	14	0	14		0	0	0
CPJK-L510-FRBK0A	X000W911UP	B07GWN483G	VANKYO Leisure 510 VidÃ©oprojecteur RÃ©troprojecteur 4500 Lux LED Projecteur Soutien HD 1080p ,200 '' Affichage, HDMI, AV, VGA et USB Noir	New	259.99	No		Yes	16	0	16	0	16	17950.88	0	0	0
CPJK-L510-FRWH0A	X000W91QMX	B07GWM3C3N	VANKYO Leisure 510 VidÃ©oprojecteur RÃ©troprojecteur 4500 Lux LED Projecteur Soutien HD 1080p ,200 '' Affichage, HDMI, AV, VGA et USB	New	259.99	No		Yes	11	0	11	0	11	18753.36	0	0	0
CPJK-L510-FRWH0A -1	B07GWM3C3N	B07GWM3C3N	VANKYO Leisure 510 VidÃ©oprojecteur RÃ©troprojecteur 4500 Lux LED Projecteur Soutien HD 1080p ,200 '' Affichage, HDMI, AV, VGA et USB	New	259.99	No		Yes	6	0	6	0	6	18753.36	0	0	0
CPJK-L510-GBBK0A	B07GVF938H	B07GVF938H		Unknown					73	0	73	0	73		0	0	0
CPJK-L510-GBBK0A-B	B07GVF938H	B07GVF938H		Unknown					73	0	73	0	73		0	0	0
CPJK-L510-GBWH0A	B07GWSGW5H	B07GWSGW5H		Unknown					55	0	55	0	55		0	0	0
CPJK-L510-GBWH0A-B	B07GWSGW5H	B07GWSGW5H		Unknown					55	0	55	0	55		0	0	0
CPJK-LS30-DEWH0A	X000VSFQ99	B07G8X7J2V		Unknown					10	0	10	0	10		0	0	0
CPJK-LS30-FRBK0A	X000VHEP79	B07FSNL282	VANKYO Leisure 3 VidÃ©oprojecteur Portable 3200 Lux RÃ©troprojecteur Projecteur Supporte 1080P Home CinÃ©ma Compatible avec TV Box/Chromecast/Smartphone/PC Noir	New	159.99	No		Yes	14	0	14	0	14	6821.77	0	0	0
CPJK-LS30-FRWH0A	X000VFRNOX	B07FPPSSRX	VANKYO Leisure 3 VidÃ©oprojecteur Portable 3200 Lux RÃ©troprojecteur Projecteur Supporte 1080P Home CinÃ©ma Compatible avec TV Box/Chromecast/Smartphone/PC	New	159.99	No		Yes	3	0	3	0	3	6633.98	0	0	0
CPJK-LS30-FRWH0A -2	B07FPPSSRX	B07FPPSSRX		Unknown					3	0	3	0	3		0	0	0
CPJK-LS30-FRWH0A-2	B07FPPSSRX	B07FPPSSRX	VANKYO Leisure 3 VidÃ©oprojecteur Portable 3200 Lux RÃ©troprojecteur Projecteur Supporte 1080P Home CinÃ©ma Compatible avec TV Box/Chromecast/Smartphone/PC	New	159.99	No		Yes	3	0	3	0	3	6633.98	0	0	0
CPJK-LS30-GBBK0A	X000VB19H9	B07F7YBLB3		Unknown					35	0	35	0	35		0	0	0
CPJK-LS30-ITWH0A	B07HF1C5Q1	B07HF1C5Q1		Unknown					48	0	48	0	48		0	0	0
CPJK-LS30-UKWH0A	X000ULEAKN	B07CZDMKS9		Unknown					67	0	67	0	67		0	0	0
CPJV-L420-DESV0A	B07HQ69PRM	B07HQ69PRM		Unknown					113	0	113	0	113		0	0	0
CPJV-L420-FRSV0A	B07HQ5YTRQ	B07HQ5YTRQ	vankyo Mini VidÃ©oprojecteur Portable 4000 Lux Retroprojecteur Compatible avec TV Box, Chromebook, PC, Ordinateurs Portables, tablettes, Lecteur	New	60.99	No		Yes	92	0	92	0	92	7218.17	0	0	0
CPJV-L420-GBSV0A	B07HQBY257	B07HQBY257		Unknown					47	0	47	0	47		0	0	0
CPJV-L420-GBSV0A-A1S2	B07HQBY257	B07HQBY257		Unknown					47	0	47	0	47		0	0	0
CPJV-M500-DEBK0A	B07H8WK327	B07H8WK327		Unknown					95	0	95	0	95		0	0	0
CPJV-M500-FRBK0A	B07H8GKKHJ	B07H8GKKHJ	vankyo Mini Projecteur, Pico VidÃ©oprojecteur Portable100 ANSI LumensDLP connecte WiFi Directement Full HD 1080p CinÃ©ma Maison Projecteur avec Correction Automatique Keystone	New	169.99	No		Yes	11	0	11	0	11	1774.06	0	0	0
CPJV-M500-FRBK0A-1	B07H8GKKHJ	B07H8GKKHJ		Unknown					11	0	11	0	11		0	0	0
CPJV-M500-GBBK0A	B07H7F8KXD	B07H7F8KXD		Unknown					29	0	29	0	29		0	0	0
CSCH-H202-DEWH0A-A1S1	B07KCX6BKV	B07KCX6BKV		Unknown					22	0	22	0	22		0	0	0
CSCH-H202-ITWH0A-A1S3	B07MJ9652P	B07MJ9652P		Unknown					5	0	5	0	5		0	0	0
CSCH-H202-ITWH0A-A1SI	B07MJ9652P	B07MJ9652P		Unknown					5	0	5	0	5		0	0	0
CSCH-H205-DEWH0A-A1	X0010RU29J	B07RJWVN4F		Unknown					280	0	277	3	280		0	0	0
CSCH-H205-FRWH0A-A1S1	X0010YEY0Z	B07RS22B6Y	CamÃ©ra Surveillance WiFi, 1080P CamÃ©ra IP WiFi IntÃ©rieur avec Suivi Intelligent, DÃ©tection de Mouvement, 2MP Vision Nocturne IR, 2 Way Audio, Commande Vocale avec Alexa, Pan/Tilt/Zoom 4X	New	19.99	No		Yes	58	0	58	0	58	2148.18	0	0	0
CSKH-A80S-DEWH0A-A1S1	X00118AATJ	B07SDBXTXY		Unknown					225	0	225	0	225		0	0	0
CTAK-3D0003-DEGY3A-A1S1	X0014TR6KV	B083SGLPWK		Unknown					260	254	3	3	340		80	0	0
CTAK-PH01-DEGY0A-A1S1	X0010UTIW3	B07QV462TV		Unknown					12	0	12	0	12		0	0	0
CTAK-PH01-FRGY0A-A1S2	X0010SMRHD	B07WYWD53G	vankyo MatrixPad Z1 Ãtui, Tablette Tactile 7 Pouces	New	15.99	No		Yes	20	0	20	0	20	412.79	0	0	0
CTAK-PH01-GBGY0A	X0010953YL	B07QSR8PRT		Unknown					19	19	0	0	19		0	0	0
CTAK-PH01-ITGY0A	X0010PBBEB	B07QXQ5JS3		Unknown					74	30	44	0	74		0	0	0
CTAK-Z1AA-DEBK1A	X00102L47X	B07PTN3Z1J		Unknown					128	6	121	1	128		0	0	0
CTAK-Z1AA-FRBK1A	X0010KKJUN	B07NS672NY	Tablette Tactile 7 Pouces, VANKYO MatrixPad Z1 Tablette Android 8.1 Oreo, 32GB Stockage, Fonction Eye Health, Design Fin et LÃ©ger, 7" IPS Ãcran, Double CamÃ©ra 2MP, OTG, WiFi, Bluetooth, Noir	New	65.99	No		Yes	38	0	38	0	38	1732.77	0	0	0
CTAK-Z1AA-GBBK1A-A2S1	X00103KIJ7	B07Q2TQXCD		Unknown					127	0	127	0	127		0	0	0
CTAK-Z1AA-ITBK1A -A2S1	X0010DNUUB	B07PXB4F7N		Unknown					447	195	248	4	447		0	0	0
CTAK-Z4AA-DEBK4A-VSA1	X00114B1YB	B07SNC8MQ2		Unknown					186	0	185	1	186		0	0	0
CUVP-A15H-DEGY0A-A2S2	X0010ZKBID	B07RVFMXNT		Unknown					1137	742	229	166	4238		800	2300	1
CUVP-A15H-DEGY0A-A2S23	X0011JBGRN	B07RVFMXNT		Unknown					1254	1023	223	8	1254		0	0	0
CUVP-A15H-DEGY0A-A2S24	X0012LDAHT	B07RVFMXNT		Unknown					35	0	35	0	35		0	0	0
CUVP-A15H-FRGY0A-A2S1	X0011120JJ	B07RWGM7K7	SNAPTAIN A15 Drone Pliable avec CamÃ©ra HD 720P 120Â° Grand Angle WiFi FPV avec Vol de Trajectoire, 3D VR, Mode sans TÃªte, 360Â°Flips et Maintien de l'altitude Maniable pour Les DÃ©butants et Les Enfants	New	89.99	No		Yes	11	11	0	0	11	4708.5	0	0	0
CUVP-H823-DEBU1A	B07GWQ2CR8	B07GWQ2CR8		Unknown					29	0	29	0	29		0	0	0
CUVP-H823-DEBU1A-A1S1	B07GWQ2CR8	B07GWQ2CR8		Unknown					29	0	29	0	29		0	0	0
CUVP-H823-FRBU1A-2	B07GWQM8RM	B07GWQM8RM	SNAPTAIN H823H Drone HÃ©licoptÃ¨re Enfant Mini Avion avec TÃ©lÃ©commande avec les Fonctions Mode sans TÃªte, Maintien d'altitude, OpÃ©ration Ã  un bouton, 360Â°Flips pour les DÃ©butants et les Enfants	New	49.99	No		Yes	0	0	0	0	0	1955.47	0	0	0
CUVP-H823-FRBU1A-A1S3	B07GWQM8RM	B07GWQM8RM	SNAPTAIN H823H Drone HÃ©licoptÃ¨re Enfant Mini Avion avec TÃ©lÃ©commande avec les Fonctions Mode sans TÃªte, Maintien d'altitude, OpÃ©ration Ã  un bouton, 360Â°Flips pour les DÃ©butants et les Enfants	New	49.99	No		Yes	0	0	0	0	0	1955.47	0	0	0
CUVP-H82P-DERD1A	X00110CU7R	B07MNWY64W	SNAPTAIN H823H Plus Mini Drone Enfant HÃ©licoptÃ¨re 21 Mins Autonomie, avec 3 Batteries et TÃ©lÃ©commande, Mode sans TÃªte, 360Â°Flips, Maintien de l'altitude et Un Bouton pour Retour/DÃ©collage/Atterrissage	New	49.99	No		Yes	417	398	11	8	417	2105.25	0	0	0
CUVP-H82P-DERD1A-1	X001705M49	B07MNWY64W		Unknown					0	0	0	0	0		0	0	0
CUVP-H82P-DERD1A-A1S1	X0012CUW9R	B07MNWY64W		Unknown					39	39	0	0	39		0	0	0
CUVP-H82P-FRRD1A-A1S1	X0010PP3PJ	B07R57F1F7	SNAPTAIN H823H Plus Mini Drone Enfant HÃ©licoptÃ¨re 21 Mins Autonomie, avec 3 Batteries et TÃ©lÃ©commande, Mode sans TÃªte, 360Â°Flips, Maintien de l'altitude et Un Bouton pour Retour/DÃ©collage/Atterrissage	New	29.99	No		Yes	743	728	12	3	4703	2043.3	3960	0	0
CUVP-S5C0-DEBK6A-1	B07H159T8V	B07H159T8V		Unknown					9	7	2	0	9		0	0	0
CUVP-S5C0-DEBK6A-A1S4	B07H159T8V	B07H159T8V		Unknown					9	7	2	0	9		0	0	0
CUVP-S5C0-DEBK6A-A1S5	X00108XDTT	B07H159T8V		Unknown					28	0	28	0	28		0	0	0
CUVP-S5C0-DEBK6A-A1S8	X0012N5JOT	B07X8VHF5Z		Unknown					158	0	158	0	158		0	0	0
CUVP-S5C0-DEBK6A-A1S9	X00165YZ9N	B085NMP5F1		Unknown					3035	2865	157	13	5195		2160	0	0
CUVP-S5C0-FRBK6D	B07H14QBSP	B07H14QBSP	SNAPTAIN S5C Drone avec CamÃ©ra HD 720P WiFi FPV HelicoptÃ¨re TÃ©lÃ©commandÃ© avec Mode sans TÃªte, Maintien d'altitude,Vol de Trajectoire, 360Â°Flips pour Les DÃ©butants et Les Enfants	New	159.99	No		Yes	0	0	0	0	0	7315.02	0	0	0
CUVP-S5C0-GBBK6A	X000W4DI47	B07GN7GDXB		Unknown					1574	1553	21	0	11198		9024	600	0
CUVP-S5C0-GBBK6A-A1S4	X001133N7P	B07GN7GDXB		Unknown					5055	5000	28	27	11871		5616	1200	0
CUVP-S5C0-GBBK6B	B07GN7GDXB	B07GN7GDXB		Unknown					3	0	3	0	3		0	0	0
CUVP-S600-DEBK6A	X00122AAA3	B07VL9964H		Unknown					2015	1887	124	4	3591		0	1056	520
DYX-YG600-EU	B07LBD8JL9	B07LBD8JL9		Unknown					3	3	0	0	3		0	0	0
DYX-YG600-UK	B07LBF38QY	B07LBF38QY		Unknown					1	0	0	1	1		0	0	0
